 INFO | ✅ Đã lưu Device IDs!
 INFO | 🖥️ Device ID: 1da0d2ac-8207-4e98-9772-fabe9a5dfce1
 INFO | 🖥️ Device ID: 42b2ba5f-c1ea-422b-a866-e254ddbb5b34
 INFO | 🖥️ Device ID: c053b770-563e-4e76-bbd4-0300e8d45451
 INFO | 🖥️ Device ID: 9629b190-c8f4-4b01-a0bc-28309f4a6633
 INFO | 🖥️ Device ID: c946ec76-881e-4133-ad2a-509489baf3b2
 INFO | 🖥️ Device ID: d75fef6a-9075-4de3-9372-2be6cc214b69
 INFO | 🖥️ Device ID: 1ce878a7-ebf3-4327-ae84-f56719c75cc3
 INFO | 🖥️ Device ID: b1b71dc1-cb24-411a-9f1e-6cebddf6fdb4
 INFO | 🖥️ Device ID: 5625b0a9-946a-4dcc-b227-f77159f61c93
 INFO | 🖥️ Device ID: adf937ff-bf7d-4336-ab5b-186d4ddd979c
 INFO | 🖥️ Device ID: d60889b6-c637-44a5-b116-2e23a80a875c
 INFO | 🖥️ Device ID: d28a8393-3c25-491b-842a-d67f06141b4e
 INFO | 🖥️ Device ID: 679beb56-e644-48ab-8248-3f51237737bb
 INFO | 🖥️ Device ID: 385ccd9d-1a65-4a02-b5c5-5e545da1e961
 INFO | 🖥️ Device ID: e6eb51df-6f88-4fa5-a382-f6e879b7b8b6
 INFO | 🖥️ Device ID: 0ff912d0-c2da-4dcb-bb8b-269dccf3c9ab
 INFO | 🖥️ Device ID: 5ce52563-ced8-40d6-950c-a535e3b1b0cc
 INFO | 🖥️ Device ID: 843a0eaf-dcef-49bb-a437-90c0806f03e2
 INFO | 🖥️ Device ID: b24f2439-e6d2-4c0e-aa01-89f0cd4caa63
 ERROR | Lỗi khi gửi yêu cầu POST với proxy http://185.157.160.159:8118: 503, message='Too many open connections', url='http://185.157.160.159:8118'
 ERROR | Không nhận được endpoint WebSocket hoặc token hợp lệ
 ERROR | Lỗi khi gửi yêu cầu POST với proxy http://103.118.46.174:8080: Server disconnected
 ERROR | Không nhận được endpoint WebSocket hoặc token hợp lệ
 ERROR | Proxy http://103.118.46.174:8080 thất bại; xóa và xoay vòng.
 ERROR | Proxy http://185.157.160.159:8118 thất bại; xóa và xoay vòng.
 INFO | 🖥️ Device ID: 1c0a6a2b-a955-40f8-97f3-0db1c9b7e95c
 INFO | 🖥️ Device ID: 13edd593-69ef-4d44-a439-e621a06f747c
 ERROR | Lỗi khi gửi yêu cầu POST với proxy socks5://64.202.184.249:6282: [Errno 10061] Couldn't connect to proxy 64.202.184.249:6282 [Connect call failed ('64.202.184.249', 6282)]
 ERROR | Không nhận được endpoint WebSocket hoặc token hợp lệ
 ERROR | Proxy socks5://64.202.184.249:6282 thất bại; xóa và xoay vòng.
 INFO | 🖥️ Device ID: 427683ea-f366-4278-9645-686647dff7cb
 ERROR | Lỗi khi gửi yêu cầu POST với proxy http://128.140.113.110:8080: 403, message='Forbidden', url='http://128.140.113.110:8080'
 ERROR | Không nhận được endpoint WebSocket hoặc token hợp lệ
 ERROR | Proxy http://128.140.113.110:8080 thất bại; xóa và xoay vòng.
 INFO | 🖥️ Device ID: 8add4f5b-d5fd-496e-8095-26f200834b5a
 ERROR | Lỗi khi gửi yêu cầu POST với proxy http://72.10.164.178:24121: Cannot connect to host 72.10.164.178:24121 ssl:<ssl.SSLContext object at 0x0000017AF864E600> [Connect call failed ('72.10.164.178', 24121)]
 ERROR | Không nhận được endpoint WebSocket hoặc token hợp lệ
 ERROR | Proxy http://72.10.164.178:24121 thất bại; xóa và xoay vòng.
 INFO | 🖥️ Device ID: 06532536-39c8-4782-a6dc-83306b93dc1c
 ERROR | Lỗi khi gửi yêu cầu POST với proxy http://72.10.160.90:20877: Cannot connect to host 72.10.160.90:20877 ssl:<ssl.SSLContext object at 0x0000017AF864E840> [Connect call failed ('72.10.160.90', 20877)]
 ERROR | Không nhận được endpoint WebSocket hoặc token hợp lệ
 ERROR | Proxy http://72.10.160.90:20877 thất bại; xóa và xoay vòng.
 INFO | 🖥️ Device ID: 771f999a-ba64-470d-b77e-37511a362928
 ERROR | Lỗi khi gửi yêu cầu POST với proxy socks5://185.210.85.26:56981: General SOCKS server failure
 ERROR | Không nhận được endpoint WebSocket hoặc token hợp lệ
 ERROR | Proxy socks5://185.210.85.26:56981 thất bại; xóa và xoay vòng.
 INFO | 🖥️ Device ID: 8491573b-7cae-462d-9e44-8f755baa5c25
 ERROR | Lỗi khi gửi yêu cầu POST với proxy http://72.10.164.178:2593: Cannot connect to host 72.10.164.178:2593 ssl:<ssl.SSLContext object at 0x0000017AF864F260> [Connect call failed ('72.10.164.178', 2593)]
 ERROR | Không nhận được endpoint WebSocket hoặc token hợp lệ
 ERROR | Proxy http://72.10.164.178:2593 thất bại; xóa và xoay vòng.
 INFO | 🖥️ Device ID: ce8aef98-ee4f-46d5-8d0e-836d36797d9a
 ERROR | Lỗi khi gửi yêu cầu POST với proxy http://72.10.160.91:31773: Cannot connect to host 72.10.160.91:31773 ssl:<ssl.SSLContext object at 0x0000017AF864F650> [Connect call failed ('72.10.160.91', 31773)]
 ERROR | Không nhận được endpoint WebSocket hoặc token hợp lệ
 ERROR | Proxy http://72.10.160.91:31773 thất bại; xóa và xoay vòng.
 INFO | 🖥️ Device ID: 3b52d46c-1b5d-4e6a-be0c-d7cd2aa30f7d
 ERROR | Lỗi khi gửi yêu cầu POST với proxy http://72.10.164.178:10027: Cannot connect to host 72.10.164.178:10027 ssl:<ssl.SSLContext object at 0x0000017AF864F890> [Connect call failed ('72.10.164.178', 10027)]
 ERROR | Không nhận được endpoint WebSocket hoặc token hợp lệ
 ERROR | Proxy http://72.10.164.178:10027 thất bại; xóa và xoay vòng.
 INFO | 🖥️ Device ID: 6004b64c-52e7-469f-8290-fbc402da7297
 ERROR | Lỗi khi gửi yêu cầu POST với proxy http://67.43.236.18:23197: Cannot connect to host 67.43.236.18:23197 ssl:<ssl.SSLContext object at 0x0000017AF8764200> [Connect call failed ('67.43.236.18', 23197)]
 ERROR | Không nhận được endpoint WebSocket hoặc token hợp lệ
 ERROR | Proxy http://67.43.236.18:23197 thất bại; xóa và xoay vòng.
 INFO | 🖥️ Device ID: dd43f6da-f942-4927-95b8-75a3cc105eac
 ERROR | Lỗi khi gửi yêu cầu POST với proxy http://176.88.175.170:8080: Cannot connect to host 176.88.175.170:8080 ssl:<ssl.SSLContext object at 0x0000017AF864EE70> [Connect call failed ('176.88.175.170', 8080)]
 ERROR | Không nhận được endpoint WebSocket hoặc token hợp lệ
 ERROR | Proxy http://176.88.175.170:8080 thất bại; xóa và xoay vòng.
 INFO | 🖥️ Device ID: 804f76aa-7b87-47a0-92c4-34057a516c7f
 ERROR | Lỗi khi gửi yêu cầu POST với proxy socks5://46.105.105.223:29489: [Errno 10061] Couldn't connect to proxy 46.105.105.223:29489 [Connect call failed ('46.105.105.223', 29489)]
 ERROR | Không nhận được endpoint WebSocket hoặc token hợp lệ
 INFO | Kết nối đến WebSocket URI: wss://50.118.166.71?token=eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJicm93c2VySWQiOiJhNTUwYjM1MC0yNzM4LTQwNWEtYWJjYi0zMjkyNzY4YTY3NzIiLCJ1c2VyQWdlbnQiOiJNb3ppbGxhLzUuMCAoV2luZG93cyBOVCAxMC4wOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTMyLjAuMC4wIFNhZmFyaS81MzcuMzYgT1BSLzExNy4wLjAuMCIsInVzZXJJZCI6IjY4YzIxOWFkLTQ1OTEtNDg1Zi1hMGY1LTI4N2UzNTgzZjIxYiIsImRldmljZVR5cGUiOiJleHRlbnNpb24iLCJ2ZXJzaW9uIjoiNS4xLjEiLCJleHRlbnNpb25JZCI6ImxrYm5maWFqam1iaG5mbGVkaHBoaW9pbnBpY2tva2RpIiwiaXNzIjoiZGlyZWN0b3Itc2VydmVyIiwic3ViIjoidE52RGt5Z2d0VGMyNG1xIiwiYXVkIjpbIjk4LjE1Mi4yMDAuNjEiXSwiZXhwIjoxNzUzODc4MzIxLCJuYmYiOjE3NTM4NzgyNjEsImlhdCI6MTc1Mzg3ODI2MSwianRpIjoiMzlkcHJON2ZrTkE5UHgtNHhSTmY3In0.Zsz58KcUmGlwcdn5FYOb931J1eB-iTC51iIW8-JeFCaYqsrKVNS6hH5aihTBvmbVNemZ-i00WwG-9ypVufqFS7gRqOk1DnL9qMZALv9n1sII7HPcWAqzcdpD4XQoDbYT-KdOnWbQPbvtWEpbEAX8C04SGvhRRbkgenrK6ZseYbPgGHcVYbYVAHMcQVdT3WhwEjELuiV2_a0_LPu-dRuCNh_pNy-NgXoFv96jmDnQCpIYEjpkAYuqiyvOb5g_IxPOVT2hUJjHuOdeCWb_uIkZzlXi2xwe_IfNd2lmQxmFggiGB1JCATarOajXjU3R-lTVuZ9MVJQMJ3MnVapsYxFqKw
 ERROR | Proxy socks5://46.105.105.223:29489 thất bại; xóa và xoay vòng.
 INFO | 🖥️ Device ID: bb92fe22-18e5-4ece-b953-c404c984faa5
 ERROR | Lỗi khi gửi yêu cầu POST với proxy http://72.10.160.171:3409: Cannot connect to host 72.10.160.171:3409 ssl:<ssl.SSLContext object at 0x0000017AF8764830> [Connect call failed ('72.10.160.171', 3409)]
 ERROR | Không nhận được endpoint WebSocket hoặc token hợp lệ
 ERROR | Proxy http://72.10.160.171:3409 thất bại; xóa và xoay vòng.
 INFO | 🖥️ Device ID: e815d590-4841-4115-ba65-ef9936603e7c
 ERROR | Lỗi khi gửi yêu cầu POST với proxy http://47.88.2.136:3128: Cannot connect to host 47.88.2.136:3128 ssl:<ssl.SSLContext object at 0x0000017AF8764EF0> [Connect call failed ('47.88.2.136', 3128)]
 ERROR | Không nhận được endpoint WebSocket hoặc token hợp lệ
 ERROR | Proxy http://47.88.2.136:3128 thất bại; xóa và xoay vòng.
 INFO | 🖥️ Device ID: 935879ce-b6a5-4ad7-925a-54c32bcd823e
 ERROR | Lỗi khi gửi yêu cầu POST với proxy http://72.10.164.178:29649: Cannot connect to host 72.10.164.178:29649 ssl:<ssl.SSLContext object at 0x0000017AF8764B90> [Connect call failed ('72.10.164.178', 29649)]
 ERROR | Không nhận được endpoint WebSocket hoặc token hợp lệ
 ERROR | Proxy http://72.10.164.178:29649 thất bại; xóa và xoay vòng.
 ERROR | Lỗi khi gửi yêu cầu POST với proxy http://67.43.228.250:16483: Cannot connect to host 67.43.228.250:16483 ssl:<ssl.SSLContext object at 0x0000017AF8764DD0> [Connect call failed ('67.43.228.250', 16483)]
 ERROR | Không nhận được endpoint WebSocket hoặc token hợp lệ
 INFO | 🖥️ Device ID: 0828e04b-6b4f-43bd-a716-9afc3d14bf57
 ERROR | Proxy http://67.43.228.250:16483 thất bại; xóa và xoay vòng.
 ERROR | Lỗi khi gửi yêu cầu POST với proxy http://72.10.164.178:19435: Cannot connect to host 72.10.164.178:19435 ssl:<ssl.SSLContext object at 0x0000017AF8764CB0> [Connect call failed ('72.10.164.178', 19435)]
 ERROR | Không nhận được endpoint WebSocket hoặc token hợp lệ
 ERROR | Lỗi khi gửi yêu cầu POST với proxy http://80.91.116.145:8081: Cannot connect to host 80.91.116.145:8081 ssl:<ssl.SSLContext object at 0x0000017AF8764A70> [Connect call failed ('80.91.116.145', 8081)]
 ERROR | Không nhận được endpoint WebSocket hoặc token hợp lệ
 INFO | 🖥️ Device ID: ea79d539-a200-49b4-af24-28edef7a393d
 ERROR | Proxy http://80.91.116.145:8081 thất bại; xóa và xoay vòng.
 ERROR | Lỗi khi gửi yêu cầu POST với proxy http://203.95.198.165:8080: Cannot connect to host 203.95.198.165:8080 ssl:<ssl.SSLContext object at 0x0000017AF87671D0> [Connect call failed ('203.95.198.165', 8080)]
 ERROR | Không nhận được endpoint WebSocket hoặc token hợp lệ
 ERROR | Proxy http://72.10.164.178:19435 thất bại; xóa và xoay vòng.
 INFO | 🖥️ Device ID: df36c304-23b8-40bb-adca-037c4d2f73d0
 INFO | 🖥️ Device ID: 960eb5e9-2391-4a63-9fe1-6709beab5689
 ERROR | Proxy http://203.95.198.165:8080 thất bại; xóa và xoay vòng.
 INFO | 🖥️ Device ID: 79c00ac3-991d-4c10-a3d0-dbc4029f3633
 ERROR | Lỗi khi gửi yêu cầu POST với proxy http://153.127.195.58:4444: Cannot connect to host 153.127.195.58:4444 ssl:<ssl.SSLContext object at 0x0000017AF8767770> [Connect call failed ('153.127.195.58', 4444)]
 ERROR | Không nhận được endpoint WebSocket hoặc token hợp lệ
 ERROR | Proxy http://153.127.195.58:4444 thất bại; xóa và xoay vòng.
 INFO | 🖥️ Device ID: 17b84a92-fc81-4aa5-9aa1-97030bb84645
 ERROR | Check-in thất bại: Mã trạng thái 503
 ERROR | Không nhận được endpoint WebSocket hoặc token hợp lệ
 ERROR | Proxy socks5://67.201.59.70:4145 thất bại; xóa và xoay vòng.
 INFO | 🖥️ Device ID: b24f2439-e6d2-4c0e-aa01-89f0cd4caa63
 ERROR | Lỗi khi gửi yêu cầu POST với proxy http://144.126.216.57:80: 400, message='Bad Request', url='http://144.126.216.57'
 ERROR | Không nhận được endpoint WebSocket hoặc token hợp lệ
 ERROR | Proxy http://144.126.216.57:80 thất bại; xóa và xoay vòng.
 INFO | 🖥️ Device ID: 06532536-39c8-4782-a6dc-83306b93dc1c
 ERROR | Lỗi khi gửi yêu cầu POST với proxy http://185.200.38.215:8080: Cannot connect to host 185.200.38.215:8080 ssl:<ssl.SSLContext object at 0x0000017AF8765640> [Connect call failed ('185.200.38.215', 8080)]
 ERROR | Không nhận được endpoint WebSocket hoặc token hợp lệ
 ERROR | Proxy http://185.200.38.215:8080 thất bại; xóa và xoay vòng.
 INFO | 🖥️ Device ID: b4af41fa-719f-42c1-b8c1-8783ecfd9851
 ERROR | Lỗi khi gửi yêu cầu POST với proxy socks5://45.91.92.45:32152: [Errno 10061] Couldn't connect to proxy 45.91.92.45:32152 [Connect call failed ('45.91.92.45', 32152)]
 ERROR | Không nhận được endpoint WebSocket hoặc token hợp lệ
 ERROR | Proxy socks5://45.91.92.45:32152 thất bại; xóa và xoay vòng.
 INFO | 🖥️ Device ID: 1e968a95-283b-482a-b2bf-025770206622
 ERROR | Lỗi khi gửi yêu cầu POST với proxy socks4://192.111.130.2:4145: [WinError 10054] An existing connection was forcibly closed by the remote host
 ERROR | Không nhận được endpoint WebSocket hoặc token hợp lệ
 ERROR | Proxy socks4://192.111.130.2:4145 thất bại; xóa và xoay vòng.
 INFO | 🖥️ Device ID: 935879ce-b6a5-4ad7-925a-54c32bcd823e
 ERROR | Lỗi khi gửi yêu cầu POST với proxy http://160.25.196.12:8085: Cannot connect to host 160.25.196.12:8085 ssl:<ssl.SSLContext object at 0x0000017AF9824320> [Connect call failed ('160.25.196.12', 8085)]
 ERROR | Không nhận được endpoint WebSocket hoặc token hợp lệ
 ERROR | Proxy http://160.25.196.12:8085 thất bại; xóa và xoay vòng.
 INFO | 🖥️ Device ID: 42b2ba5f-c1ea-422b-a866-e254ddbb5b34
 ERROR | Lỗi khi gửi yêu cầu POST với proxy http://188.132.150.66:8080: Cannot connect to host 188.132.150.66:8080 ssl:<ssl.SSLContext object at 0x0000017AF8765D00> [Connect call failed ('188.132.150.66', 8080)]
 ERROR | Không nhận được endpoint WebSocket hoặc token hợp lệ
 ERROR | Proxy http://188.132.150.66:8080 thất bại; xóa và xoay vòng.
 INFO | 🖥️ Device ID: ebcc81fb-d3d6-4034-aa7f-478a480c8691
 ERROR | Lỗi khi gửi yêu cầu POST với proxy socks4://200.80.227.234:4145: Server disconnected
 ERROR | Không nhận được endpoint WebSocket hoặc token hợp lệ
 ERROR | Proxy socks4://200.80.227.234:4145 thất bại; xóa và xoay vòng.
 INFO | 🖥️ Device ID: e815d590-4841-4115-ba65-ef9936603e7c
 ERROR | Check-in thất bại: Mã trạng thái 503
 ERROR | Không nhận được endpoint WebSocket hoặc token hợp lệ
 ERROR | Proxy socks5://192.111.139.163:19404 thất bại; xóa và xoay vòng.
 INFO | 🖥️ Device ID: f351fd12-521b-4f0e-b1f0-4224290cadcb
 INFO | Kết nối đến WebSocket URI: wss://50.118.166.17?token=eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJicm93c2VySWQiOiI1YjZmOTcwMS00NDE0LTQ0MGMtYjBjZS1jZmZlODZmZTgwMzgiLCJ1c2VyQWdlbnQiOiJNb3ppbGxhLzUuMCAoV2luZG93cyBOVCAxMC4wOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTMyLjAuMC4wIFNhZmFyaS81MzcuMzYgT1BSLzExNy4wLjAuMCIsInVzZXJJZCI6IjY4YzIxOWFkLTQ1OTEtNDg1Zi1hMGY1LTI4N2UzNTgzZjIxYiIsImRldmljZVR5cGUiOiJleHRlbnNpb24iLCJ2ZXJzaW9uIjoiNS4xLjEiLCJleHRlbnNpb25JZCI6ImxrYm5maWFqam1iaG5mbGVkaHBoaW9pbnBpY2tva2RpIiwiaXNzIjoiZGlyZWN0b3Itc2VydmVyIiwic3ViIjoic2F4bjJKTmlpSlZSdUFpIiwiYXVkIjpbIjcyLjIxNC4xMDguNjciXSwiZXhwIjoxNzUzODc4MzIyLCJuYmYiOjE3NTM4NzgyNjIsImlhdCI6MTc1Mzg3ODI2MiwianRpIjoidXJ5QWViREx5OVVURFdFblpIUHF4In0.Z7UM2fgkLL8RLy2MoM3YTeBEPce9ulp0zpSrcXq_oR7yaYYkLkQyBYMOtqssCxj0BZC1ITgPHRE0Hd0JAHsPD7_JmVtT7nThKlTosGLlzNBHY6FK3AikenL5LrkcKxL6NQB2HA_bmsv2qwU0w-TBoFyHUUREi1EyTQpFi1wwHQj-DDrByrsldWzfuyA377NgJoWNwBqN9-DVL8bQfhBMEolztugyx3a6P_4x4mOYKvUD0jDKH41BeVQn43p9nQPkdTKfonxNPIl_bzGkXZSIZ5MAUlFD9LSuMuTF47yO-E9IZExNDSOFC5qwao8F6Z4tPgFSbkEd4ct5oFv54VOb2g
 ERROR | Lỗi khi gửi yêu cầu POST với proxy socks5://64.202.184.249:15986: [Errno 10061] Couldn't connect to proxy 64.202.184.249:15986 [Connect call failed ('64.202.184.249', 15986)]
 ERROR | Không nhận được endpoint WebSocket hoặc token hợp lệ
 ERROR | Proxy socks5://64.202.184.249:15986 thất bại; xóa và xoay vòng.
 INFO | 🖥️ Device ID: c55850c4-6d01-4142-8c9e-c0adb22fc225
 ERROR | Lỗi khi gửi yêu cầu POST với proxy socks5://45.91.92.45:20023: [Errno 10061] Couldn't connect to proxy 45.91.92.45:20023 [Connect call failed ('45.91.92.45', 20023)]
 ERROR | Không nhận được endpoint WebSocket hoặc token hợp lệ
 ERROR | Proxy socks5://45.91.92.45:20023 thất bại; xóa và xoay vòng.
